
Log started (V12.3.0.0) Tue Nov 08 15:47:00 2022

New value for results output screen indicator and file: y 1108a.txt
Variable Name           Solution Value
Y01080504072700               0.130000
Y01080504072303               1.670000
Y01080504072105              34.020000
Y01080504072006              12.810000
Y01080504071907              46.770000
Y01080504071808              37.070000
Y01080504070224             403.600000
Y01080504083000               3.916000
Y01080504082700               0.600000
Y01080504081808              44.470000
Y01080504080818               1.740000
Y01080504080323             165.400000
Y01080504092900               2.763000
Y01080504102900               1.038000
Y01080504102303               2.110000
Y01080504102204               0.710000
Y01080504102105               1.800000
Y01080504101907               0.980000
Y01080504101808               0.730000
Y01080504101709               0.910000
Y01080504112000              46.820000
Y01080504111503              61.000000
Y01080504111404               1.380000
Y01080504111305              31.250000
Y01080504111107              15.290000
Y01080504110315             296.600000
Y01080504110216              24.070000
Y01080504110117               9.610000
Y01080504122000              38.340000
Y01080504121305              50.860000
Y01080504121008               0.720000
Y01080601013000              72.850000
Y01080601012900              15.630000
Y01080601012800              68.750000
Y01080601012700             136.100000
Y01080601012600              69.680000
Y01080601012500              85.970000
Y01080601012400              41.180000
Y01080601012300             178.900000
Y01080601012201             127.000000
Y01080601012102             273.200000
Y01080601012003             363.000000
Y01080601011904             494.400000
Y01080601011805             565.500000
Y01080601011706             660.300000
Y01080601011607             929.500000
Y01080601011508            1186.000000
Y01080601011409             967.700000
Y01080601011310             791.200000
Y01080601011211             264.400000
Y01080601011112             819.600000
Y01080601011013            1101.000000
Y01080601010914             798.600000
Y01080601010815             953.000000
Y01080601010716             974.600000
Y01080601010617            1380.000000
Y01080601010419             369.200000
Y01080601010320              25.530000
